item_id,sentence,option_a,option_b,gold_answer
pr_fr_000214,Jeremy voulait une œuvre d' art unique pour sa maison et a obtenu la statue mais pas la peinture parce que _ était boiteuse.,la statue,la peinture,B
pr_fr_000215,Bob a sorti les poulets du poulailler et les a mis à l' arrière de son camion jusqu' à ce que _ soit vide.,le poulailler,le camion,A
pr_fr_000216,Bob a sorti les poulets du poulailler et les a mis à l' arrière de son camion jusqu' à ce que _ n' ait plus de place.,le poulailler,le camion,B
pr_fr_000217,Personne ne pouvait manger le repas servi au même et le jus fini en peu de temps car _ est insipide.,le jus,le repas,B
pr_fr_000218,Personne ne pouvait manger le repas servi au même et le jus fini en peu de temps car _ est savoureux.,le jus,le repas,A
pr_fr_000219,"Le sang qu' ils m' ont prélevé à l' hôpital ne rentrerait pas dans le vil, parce que _ était trop.",le vil,le sang,B
pr_fr_000220,"Le sang qu' ils m' ont prélevé à l' hôpital ne rentrerait pas dans le vil, parce que _ était trop petit.",le vil,le sang,A
pr_fr_000221,Nous avons dû retirer le canapé du salon pendant la fête car _ était trop grand.,le canapé,le salon,A
pr_fr_000222,Nous avons dû retirer le canapé du salon pendant la fête car _ était trop petit.,le canapé,le salon,B
pr_fr_000223,J' ai remplacé l' ancienne cage par une nouvelle niche pour notre berger allemand car _ était désuète.,la cage,la niche,A
pr_fr_000224,J' ai remplacé l' ancienne cage par une nouvelle niche pour notre berger allemand car _ est un nouveau stock.,la niche,la cage,A
pr_fr_000225,"Eli a acheté un étui pour sa guitare par-dessus le sac de transport, car _ offrait plus de protection.",le sac,l' étui,B
pr_fr_000226,"Eli a acheté un étui pour sa guitare par-dessus le sac de transport, car _ offrait moins de protection.",le sac,l' étui,A
pr_fr_000227,Les résultats des tests ont montré que l' héroïne était plus dangereuse que la méthamphétamine dans le quartier car _ était abondante.,la méthamphétamine,l' héroïne,B
pr_fr_000228,Les résultats des tests ont montré que l' héroïne était plus dangereuse que la méthamphétamine dans le quartier car _ était rare.,l' héroïne,la méthamphétamine,B
pr_fr_000229,James a déplacé la roue sur la pomme et l' a écrasée parce que _ est molle.,la pomme,la roue,A
pr_fr_000230,James a déplacé la roue sur la pomme et l' a écrasée parce que _ est dure.,la roue,la pomme,A
pr_fr_000231,Jacob était satisfait du soda mais n' était pas satisfait du sorbet car _ était savoureux.,le soda,le sorbet,A
pr_fr_000232,Jacob était satisfait du soda mais n' était pas satisfait du sorbet parce que _ était étrange.,le sorbet,le soda,A
pr_fr_000233,"Le circuit n' a pas réussi à alimenter la télévision mais a maintenu la radio en marche, car _ avait une connexion faible.",la radio,la télévision,B
pr_fr_000234,"Le circuit n' a pas réussi à alimenter la télévision mais a maintenu la radio en marche, car _ avait une forte connexion.",la radio,la télévision,A
pr_fr_000235,Je préfère certainement me faire piquer dans le nombril que dans l' œil car _ est si sensible.,le nombril,l' œil,B
pr_fr_000236,Je préfère certainement me faire piquer dans le nombril que dans l' œil car _ est moins sensible.,le nombril,l' œil,A
pr_fr_000237,Le bonbon était plus sucré que le gâteau parce que _ était fait avec plus de sucre.,le bonbon,le gâteau,A
pr_fr_000238,Le bonbon était plus sucré que le gâteau car _ était fait avec moins de sucre.,le gâteau,le bonbon,A
pr_fr_000239,Nous avons décidé de vivre la vie au lieu d' aller le plus vite possible vers la mort car _ était féconde.,la vie,la mort,A
pr_fr_000240,Nous avons décidé de vivre la vie au lieu d' aller le plus vite possible vers la mort car _ était vide.,la mort,la vie,A
pr_fr_000241,Elle voulait économiser plus d' argent alors elle a réduit ses achats d' un magazine quotidien mais pas de café parce que _ était inutile.,le café,le magazine,B
pr_fr_000242,Elle voulait économiser plus d' argent alors elle a réduit l' achat d' un magazine quotidien mais pas de café parce que _ était essentiel.,le magazine,le café,B
pr_fr_000243,"Jackson a déplacé la table qui ne pouvait pas rentrer dans la cuisine vers le salon, car _ était trop grande.",la table,la cuisine,A
pr_fr_000244,"Jackson a déplacé la table qui ne pouvait pas rentrer dans la cuisine vers le salon, car _ était trop petite.",la cuisine,la table,A
pr_fr_000245,Le chef voulait stocker le miel dans le pot mais _ était trop petit.,le pot,le miel,A
pr_fr_000246,Le chef voulait stocker le miel dans le pot mais _ était trop chaud.,le miel,le pot,A
pr_fr_000247,"La durée de la réunion était beaucoup plus longue que la présentation précédente, car _ était plus détaillée.",la présentation,la réunion,B
pr_fr_000248,"La durée de la réunion était beaucoup plus longue que la présentation précédente, car _ était plus simple.",la réunion,la présentation,B
pr_fr_000249,Le shampooing fonctionnait beaucoup mieux que le savon car _ était d' une marque bien connue.,le savon,le shampooing,B
pr_fr_000250,Le shampooing fonctionnait beaucoup mieux que le savon car _ était d' une marque inconnue.,le savon,le shampooing,A
pr_fr_000251,"J' ai rangé le stylo et utilisé un crayon pour écrire ma lettre, car _ fonctionnait mal avec le papier.",le stylo,le crayon,A
pr_fr_000252,"J' ai rangé le stylo et utilisé un crayon pour écrire ma lettre, car _ fonctionnait bien avec le papier.",le stylo,le crayon,B
pr_fr_000253,Jean a préféré utiliser le gommage sur le savon pour le corps pour nettoyer les peaux mortes car _ était plus dur.,le gommage,le corps,A
pr_fr_000254,Jean a préféré utiliser le gommage sur le savon pour le corps pour nettoyer les peaux mortes car _ pour le était trop doux.,le corps,le gommage,A
pr_fr_000255,"Tout le papier que j' ai reçu de l' école ne rentrerait pas dans le dossier, parce que _ était trop épais.",le dossier,le papier,B
pr_fr_000256,"Tout le papier que j' ai reçu de l' école ne rentre pas dans le dossier, car _ est trop fin.",le dossier,le papier,A
pr_fr_000257,"Sandra utilise un fouet pour battre les œufs brouillés au lieu d' un batteur électrique, mais _ laisse des grumeaux dans les œufs aujourd' hui.",le fouet,le batteur,A
pr_fr_000258,"Sandra utilise un fouet pour battre les œufs brouillés au lieu d' un batteur électrique, car _ a laissé des grumeaux dans les œufs hier.",le fouet,le batteur,B
pr_fr_000259,"J' essaie de m' améliorer en développant une pensée positive et en supprimant la négativité de ma vie, mais _ est trop forte.",la positive,la négativité,B
pr_fr_000260,"J' essaie de m' améliorer en développant une pensée positive et en supprimant la négativité de ma vie, mais _ est trop faible.",la positive,la négativité,A
pr_fr_000261,La casserole placée au-dessus de la flamme ne chauffe pas assez rapidement car _ est haute.,la flamme,la casserole,B
pr_fr_000262,La casserole placée au-dessus de la flamme ne chauffe pas assez rapidement car _ est basse.,la casserole,la flamme,B
pr_fr_000263,"Bob a décidé qu' il faisait plus mal d' être tiré avec l' arc qu' avec le pistolet, car _ endommageait plus d' organes.",l' arc,le pistolet,A
pr_fr_000264,"Bob a décidé qu' il faisait plus mal d' être tiré avec l' arc qu' avec le pistolet, car _ endommageait moins d' organes.",le pistolet,l' arc,A
pr_fr_000265,Liz possédait un iPad au lieu d' un Chromebook car elle pensait que _ avait un meilleur logiciel et était plus facile à utiliser.,le chromebook,l' ipad,B
pr_fr_000266,Liz possédait un iPad au lieu d' un Chromebook car elle pensait que _ avait un logiciel pire et était plus difficile à utiliser.,l' ipad,le chromebook,B
pr_fr_000267,"La formation se faisait à l' école plutôt qu' à la maison, car _ encourageait de meilleures habitudes chez les enfants.",la maison,l' école,B
pr_fr_000268,"La formation se faisait à l' école plutôt qu' à la maison, car _ décourageait de meilleures habitudes chez les enfants.",la maison,l' école,A
pr_fr_000269,L' homme a essayé d' installer l' écran sur le mur mais _ était trop court.,l' écran,le mur,B
pr_fr_000270,L' homme a essayé d' installer l' écran sur le mur mais _ était trop long.,le mur,l' écran,B
pr_fr_000271,"James a essayé de réparer ses cheveux en utilisant une nouvelle marque de gel capillaire et de peigne, mais _ était excessivement collant.",le peigne,le gel,B
pr_fr_000272,"James a essayé de réparer ses cheveux en utilisant une nouvelle marque de gel pour les cheveux et un peigne, mais _ s' était rapidement cassé.",le gel,le peigne,B
pr_fr_000273,Mike voulait prendre la glacière en vacances mais a pris la tasse à la place parce que _ avait un couvercle cassé.,la glacière,la tasse,A
pr_fr_000274,Mike voulait prendre la glacière en vacances mais a pris la tasse à la place parce que _ avait un nouveau couvercle.,la tasse,la glacière,A
pr_fr_000275,Bill versa le sac de pomme verte dans le bol blanc jusqu' à ce que _ soit complètement vide.,le bol,le sac,B
pr_fr_000276,Bill versa le sac de pomme verte dans le bol blanc jusqu' à ce que _ soit complètement plein.,le bol,le sac,A
pr_fr_000277,L' homme voulait mettre la chambre à coucher dans la maison mais _ était trop grande.,la chambre,la maison,A
pr_fr_000278,L' homme voulait mettre la chambre à coucher dans la maison mais _ était trop petite.,la maison,la chambre,A
pr_fr_000279,"Le film est devenu son obsession, le laissant abandonner le livre, car _ était tellement engageant.",le livre,le film,B
pr_fr_000280,"Le film est devenu son obsession, le laissant abandonner le livre, car _ était tellement ennuyeux.",le film,le livre,B
pr_fr_000281,J' ai jeté le verre contre le mur et il s' est cassé parce que _ est trop solide.,le mur,le verre,A
pr_fr_000282,J' ai jeté le verre contre le mur et il s' est cassé parce que _ est trop faible.,le mur,le verre,B
pr_fr_000283,La fête a dû être annulée après que tout le monde ait vu la nappe et la table car _ était trop grande.,la table,la nappe,A
pr_fr_000284,La fête a dû être annulée après que tout le monde ait vu la nappe et la table car _ était trop petite.,la nappe,la table,A
pr_fr_000285,"Jason suggère qu' ils courent rapidement sous la pluie et prétendent que c' est de la lave qui tombe, parce que _ n' est pas vraiment excitante.",la lave,la pluie,B
pr_fr_000286,"Jason suggère qu' ils courent rapidement sous la pluie et prétendent que c' est de la lave qui tombe, car _ serait plus excitante.",la lave,la pluie,A
pr_fr_000287,"Je ne peux plus manger beaucoup de bœuf par rapport au porc, car _ me gâche l' estomac.",le bœuf,le porc,A
pr_fr_000288,"Je ne peux plus manger beaucoup de bœuf par rapport au porc, car _ est lisse pour mon estomac.",le bœuf,le porc,B
pr_fr_000289,Nous avons obtenu un nouveau carrelage pour la maison et avons rapidement remplacé l' ancien sol car _ était extensible.,le sol,le carrelage,B
pr_fr_000290,Nous avons obtenu un nouveau carrelage pour la maison et avons rapidement remplacé l' ancien sol car _ se contractait.,le carrelage,le sol,B
pr_fr_000291,"L' enfant a eu des démangeaisons en portant la chemise, mais elles ont disparu quand il a appliqué de l' huile, parce que _ l' irritait.",l' huile,la chemise,B
pr_fr_000292,"L' enfant a eu des démangeaisons en portant la chemise, mais elles ont disparu lorsqu' il a appliqué de l' huile, car _ lui était apaisante.",l' huile,la chemise,A
pr_fr_000293,"Comme elle avait un budget limité, la femme a acheté le champagne au lieu du vin, car _ était bon marché.",le champagne,le vin,A
pr_fr_000294,"Comme elle avait un budget limité, la femme a acheté le champagne au lieu du vin, car _ était cher.",le vin,le champagne,A
pr_fr_000295,Il a beaucoup plus apprécié notre produit que l' autre cadeau car _ était plus utile.,le produit,le cadeau,A
pr_fr_000296,Il a beaucoup plus apprécié notre produit que l' autre cadeau car _ était plus terne.,le produit,le cadeau,B
pr_fr_000297,Le barman a versé de l' alcool du récipient dans le verre jusqu' à ce que _ soit vide.,le récipient,le verre,A
pr_fr_000298,Le barman a versé de l' alcool du récipient dans le verre jusqu' à ce que _ soit plein.,le récipient,le verre,B
pr_fr_000299,"Le marché n' a pas duré dans notre quartier comme le salon, car _ était toujours vide.",le marché,le salon,A
pr_fr_000300,"Le marché n' a pas duré dans notre quartier comme le salon, car _ était toujours occupé.",le salon,le marché,A
pr_fr_000301,La femme voulait organiser une grande fête d' anniversaire dans la boutique mais _ était trop grande.,la fête,la boutique,A
pr_fr_000302,La femme voulait organiser une fête d' anniversaire dans la boutique mais _ était trop petite.,la fête,la boutique,B
pr_fr_000303,Le fleuriste a sorti les roses à longues tiges du réfrigérateur et les a mises dans le vase jusqu' à ce que _ soit vide.,le réfrigérateur,le vase,A
pr_fr_000304,Le fleuriste a pris les roses à longues tiges du réfrigérateur et les a mises dans le vase jusqu' à ce que _ soit plein.,le réfrigérateur,le vase,B
pr_fr_000305,"La flèche a raté la cible de seulement un pied, car _ était mal visée.",la flèche,la cible,A
pr_fr_000306,"La flèche a raté la cible de seulement un pied, car _ était mal positionnée.",la flèche,la cible,B
